system_type,response_time_ms,api_calls_count,ui_elements_count,user_interactions,error_rate,avg_session_duration_min,label
POS,182,424,17,467,0.046,49,1
ERP,235,211,40,216,0.0381,37,0
POS,208,240,35,278,0.0336,21,1
ERP,164,58,27,345,0.0212,45,1
ERP,185,109,27,227,0.0247,22,0
ERP,244,430,16,457,0.0136,30,0
POS,170,354,47,177,0.0414,41,1
CRM,144,274,25,392,0.023,58,1
POS,231,356,42,181,0.0367,30,0
ERP,135,237,12,441,0.0243,46,1
ERP,169,119,47,437,0.0286,47,1
CRM,258,342,13,677,0.0322,18,0
ERP,118,336,45,195,0.0421,46,1
CRM,288,218,13,244,0.0184,11,1
ERP,207,111,18,676,0.026,12,0
POS,281,398,49,620,0.0152,52,0
ERP,266,491,26,496,0.013,19,0
ERP,190,63,26,456,0.0342,44,1
ERP,189,213,42,285,0.0176,18,0
POS,118,469,29,642,0.0124,49,1
POS,138,294,23,250,0.0459,57,0
POS,225,384,31,418,0.0314,41,1
CRM,294,57,36,158,0.0154,30,0
CRM,272,203,12,109,0.0121,43,0
ERP,240,85,33,223,0.0148,34,1
POS,225,97,39,455,0.0289,51,0
CRM,157,134,17,445,0.0367,41,0
CRM,247,77,31,336,0.0357,55,1
ERP,299,245,34,432,0.0158,46,0
CRM,160,495,19,116,0.0353,31,0
CRM,226,257,38,523,0.0262,34,1
ERP,204,253,49,423,0.0286,10,1
CRM,266,356,10,122,0.0421,54,0
POS,100,153,30,558,0.0233,45,1
CRM,230,279,48,559,0.0159,30,0
ERP,191,475,33,620,0.0449,50,0
ERP,289,150,18,656,0.0185,25,0
CRM,290,78,35,520,0.0218,41,0
CRM,212,176,18,502,0.0383,30,0
POS,252,387,29,430,0.0373,37,0
CRM,155,59,44,556,0.042,28,0
POS,260,155,45,582,0.0174,23,0
ERP,265,216,45,597,0.0241,32,0
POS,216,306,18,126,0.015,33,0
CRM,233,344,31,496,0.0316,29,1
POS,157,326,10,287,0.0217,41,0
ERP,143,114,14,239,0.0376,49,0
CRM,272,320,18,620,0.01,19,1
CRM,259,437,46,191,0.0124,10,0
POS,272,237,47,176,0.0273,40,1
POS,160,366,28,343,0.0483,46,0
CRM,146,453,17,187,0.0456,24,0
POS,248,187,41,393,0.0498,49,1
CRM,179,392,22,194,0.0267,40,0
ERP,217,154,29,352,0.0119,37,1
POS,263,83,45,650,0.0222,19,0
ERP,246,429,46,498,0.037,15,1
POS,119,159,39,153,0.0154,24,1
POS,284,481,19,342,0.022,56,0
ERP,245,82,40,209,0.0122,36,1
POS,146,403,34,320,0.029,19,1
POS,148,280,38,663,0.0184,30,1
ERP,113,366,33,261,0.0136,28,0
CRM,242,315,48,134,0.0264,13,1
POS,258,231,30,136,0.024,31,1
ERP,100,389,18,469,0.0315,47,0
CRM,216,114,11,276,0.04,24,0
CRM,153,382,13,620,0.0145,15,1
CRM,217,50,17,374,0.0416,59,0
ERP,102,182,41,204,0.0111,20,1
POS,243,129,23,255,0.0277,53,1
ERP,284,320,22,435,0.0335,39,0
ERP,111,290,30,125,0.0483,49,1
POS,173,77,33,395,0.033,33,0
ERP,115,272,27,636,0.0163,31,0
POS,299,72,49,454,0.0307,39,0
POS,201,158,35,168,0.0258,55,0
POS,251,156,41,426,0.0292,13,1
POS,255,194,42,250,0.0179,59,0
ERP,216,418,40,676,0.03,15,1
CRM,107,403,27,419,0.016,47,1
CRM,221,446,44,551,0.0398,35,0
POS,191,447,21,669,0.0338,28,0
CRM,263,188,34,211,0.0131,11,1
CRM,189,333,40,561,0.0456,13,0
ERP,235,347,19,461,0.0347,14,0
ERP,285,148,43,302,0.0226,56,1
ERP,159,366,12,586,0.0118,44,1
CRM,277,172,48,579,0.0353,38,1
CRM,127,369,17,103,0.0249,25,1
POS,200,336,41,228,0.0463,54,1
CRM,140,130,38,125,0.0114,21,0
CRM,291,59,31,126,0.0116,30,0
CRM,254,57,29,141,0.048,18,0
CRM,290,454,15,682,0.0486,20,1
ERP,244,254,38,163,0.0111,17,1
CRM,260,364,26,124,0.0386,35,0
CRM,256,483,40,171,0.0189,41,1
POS,240,246,43,581,0.0381,48,0
POS,145,247,47,367,0.0447,13,1
CRM,134,79,46,194,0.014,43,1
POS,233,450,13,494,0.0196,37,0
CRM,181,69,11,463,0.011,34,1
POS,214,97,21,414,0.0118,53,0
CRM,296,179,44,216,0.0112,44,1
POS,146,342,15,263,0.042,28,0
ERP,252,434,17,676,0.0219,44,1
CRM,293,181,30,405,0.0297,48,1
CRM,109,405,44,299,0.0415,38,1
ERP,155,103,24,279,0.0298,23,0
ERP,129,427,16,457,0.0272,30,1
CRM,208,330,24,351,0.0105,45,0
POS,104,436,15,398,0.0327,47,1
CRM,218,314,26,529,0.015,23,0
POS,132,264,13,103,0.0406,49,1
CRM,217,339,31,353,0.0203,59,0
ERP,164,92,41,678,0.037,24,1
POS,245,123,31,666,0.0358,59,1
CRM,276,399,36,195,0.0347,39,0
ERP,110,327,24,266,0.0207,56,1
POS,184,375,31,430,0.0207,21,1
ERP,125,291,37,161,0.0445,59,0
CRM,162,179,47,273,0.0105,14,0
POS,185,399,18,352,0.0173,36,0
ERP,158,243,43,560,0.0344,24,0
POS,126,81,45,314,0.0427,35,0
ERP,276,155,18,338,0.0243,18,0
POS,260,449,24,514,0.0361,49,1
CRM,197,253,29,225,0.0323,49,1
ERP,204,50,17,352,0.0126,44,0
ERP,198,294,37,296,0.0349,22,1
ERP,228,121,28,512,0.0426,54,1
ERP,248,481,25,555,0.0497,53,0
CRM,154,355,20,153,0.0112,56,0
CRM,105,446,17,438,0.0364,55,0
ERP,296,64,42,458,0.0266,42,1
CRM,194,102,19,250,0.0104,43,0
CRM,232,477,27,199,0.0346,13,1
POS,201,57,44,333,0.0149,22,1
CRM,102,379,12,643,0.0251,19,0
CRM,280,95,49,161,0.0205,54,1
CRM,122,374,36,295,0.0244,10,1
POS,152,163,37,641,0.0297,20,0
CRM,264,196,15,205,0.0244,59,0
CRM,182,215,23,394,0.0321,18,0
ERP,244,428,16,550,0.0195,47,1
POS,184,188,19,633,0.0354,32,1
ERP,177,166,24,255,0.0442,22,0
ERP,209,348,40,505,0.019,14,1
CRM,100,325,38,653,0.0303,34,1
ERP,150,453,26,671,0.0359,19,0
CRM,272,326,38,474,0.0326,14,0
ERP,103,387,24,688,0.0246,31,0
CRM,289,362,35,554,0.0357,51,0
POS,292,227,21,301,0.0111,34,1
POS,212,379,34,551,0.0248,46,0
ERP,131,403,14,286,0.0313,29,1
ERP,133,203,13,467,0.0108,37,1
POS,191,463,40,439,0.0303,30,0
POS,194,250,12,361,0.0362,20,1
CRM,171,415,12,688,0.0404,38,0
POS,138,164,35,642,0.0145,14,0
POS,253,208,26,650,0.0496,46,1
CRM,261,91,19,405,0.0342,58,1
CRM,281,296,11,264,0.0245,14,1
ERP,217,117,33,187,0.02,42,0
CRM,102,494,20,299,0.0329,54,1
CRM,222,494,33,370,0.0453,45,0
ERP,149,375,44,150,0.0308,17,1
ERP,111,383,32,588,0.0365,15,0
CRM,292,245,41,297,0.0243,24,0
ERP,153,139,32,122,0.0255,24,1
ERP,232,160,43,322,0.0214,57,0
CRM,156,417,28,320,0.0382,18,1
CRM,244,408,11,365,0.0244,14,1
CRM,211,194,11,172,0.0176,35,0
POS,146,324,24,176,0.0248,32,1
CRM,250,228,30,643,0.0442,25,0
CRM,184,290,44,534,0.0395,48,0
CRM,241,375,14,164,0.0234,44,0
ERP,165,368,36,456,0.0463,19,0
ERP,174,380,33,117,0.013,36,0
ERP,278,463,16,665,0.012,25,1
POS,202,202,15,674,0.0151,30,1
POS,265,153,42,535,0.0147,21,1
ERP,291,124,26,540,0.0135,18,1
ERP,137,177,39,108,0.0365,25,1
ERP,149,248,17,569,0.034,18,1
CRM,197,203,49,447,0.0359,38,1
ERP,181,105,16,471,0.0375,32,0
CRM,129,327,15,274,0.0403,48,1
ERP,178,394,13,614,0.0183,52,1
ERP,190,68,10,229,0.0349,58,0
CRM,278,208,24,665,0.0332,33,1
ERP,290,75,40,392,0.0477,31,1
POS,151,475,34,452,0.0193,40,1
CRM,265,218,42,323,0.0123,19,0
CRM,178,72,44,623,0.0361,56,0
ERP,129,96,14,608,0.0396,51,0
POS,205,62,14,467,0.0213,36,0
CRM,150,266,45,689,0.0328,43,0
CRM,180,371,26,599,0.0124,57,0
POS,232,243,23,189,0.0484,48,1
ERP,128,193,38,171,0.0144,33,0
ERP,231,122,17,532,0.0127,30,0
ERP,237,205,43,447,0.0118,24,0
POS,283,126,49,362,0.0271,26,0
POS,244,468,10,370,0.0139,54,1
CRM,173,218,38,608,0.0398,28,1
CRM,116,336,45,607,0.046,34,1
ERP,183,134,46,519,0.0204,49,0
ERP,168,465,38,171,0.0352,31,0
CRM,133,231,14,173,0.0117,50,1
ERP,105,364,41,602,0.0255,58,0
ERP,152,346,33,673,0.0217,51,0
POS,293,161,28,245,0.0191,23,1
CRM,225,499,21,145,0.0358,37,0
POS,142,279,10,204,0.0152,21,1
ERP,214,145,16,208,0.0444,36,0
ERP,210,487,26,416,0.0366,33,1
CRM,250,217,43,220,0.0384,31,1
ERP,282,427,16,598,0.0474,48,0
CRM,179,205,26,142,0.0477,50,0
CRM,194,470,12,198,0.0321,59,0
ERP,217,154,38,410,0.0298,48,0
CRM,243,242,31,313,0.0234,45,1
POS,107,379,47,562,0.0386,32,0
CRM,231,488,38,522,0.0315,17,0
ERP,203,181,14,488,0.0473,37,1
ERP,231,404,39,211,0.0195,59,1
ERP,283,431,32,371,0.0224,38,1
ERP,124,187,30,201,0.0226,24,1
CRM,294,480,35,309,0.0422,48,0
ERP,195,380,30,121,0.014,17,1
ERP,294,319,29,258,0.0282,37,0
ERP,254,87,32,442,0.0271,42,0
CRM,192,445,13,499,0.0129,20,0
ERP,259,94,30,553,0.0264,51,0
ERP,277,450,30,242,0.0305,46,0
ERP,160,212,10,496,0.0126,34,0
POS,221,499,24,635,0.0304,43,0
CRM,150,380,26,240,0.0484,31,0
CRM,246,302,23,339,0.0492,11,0
CRM,120,218,28,391,0.0313,25,1
CRM,104,334,43,181,0.0306,20,0
POS,191,323,15,659,0.0214,23,0
ERP,269,69,15,270,0.0499,41,0
CRM,160,288,14,679,0.021,31,1
CRM,121,319,16,625,0.0281,14,0
CRM,248,467,42,641,0.0101,45,0
CRM,169,482,22,209,0.024,32,1
CRM,100,359,10,311,0.0129,28,1
ERP,232,80,22,537,0.0398,38,0
POS,111,363,36,421,0.0324,51,0
ERP,189,153,16,183,0.0329,32,0
CRM,145,219,12,475,0.0215,18,0
CRM,133,235,34,152,0.0426,27,0
CRM,276,177,42,595,0.0101,40,1
POS,177,259,49,355,0.0233,46,0
POS,144,463,26,685,0.0364,26,1
CRM,254,330,23,319,0.0463,27,1
ERP,172,496,46,199,0.0194,36,0
CRM,125,302,32,228,0.0316,30,1
ERP,146,68,33,318,0.0315,10,1
ERP,220,249,38,576,0.045,41,0
ERP,155,269,47,557,0.012,23,1
ERP,193,185,36,121,0.027,55,0
POS,206,272,47,659,0.0173,23,1
CRM,162,52,49,428,0.0109,42,1
ERP,147,285,32,579,0.0159,45,1
CRM,160,391,40,438,0.0491,48,0
ERP,180,277,45,278,0.0186,21,0
ERP,125,450,26,520,0.0474,54,1
CRM,135,191,46,581,0.0182,34,0
POS,100,58,12,148,0.0473,24,1
POS,107,239,45,129,0.0362,29,0
CRM,212,399,14,184,0.0145,43,0
CRM,198,454,24,601,0.0333,23,0
ERP,279,214,15,645,0.0227,39,0
CRM,146,188,19,428,0.0253,53,1
POS,226,325,41,533,0.0276,22,1
ERP,155,340,32,687,0.0269,23,1
ERP,113,102,26,348,0.0366,38,0
POS,127,224,29,233,0.0407,35,1
ERP,177,159,24,464,0.0232,12,0
POS,229,252,31,674,0.047,34,1
POS,208,485,15,524,0.0475,36,1
POS,253,185,13,514,0.0116,54,0
ERP,113,53,32,611,0.0106,49,0
CRM,286,204,28,484,0.027,25,1
ERP,155,221,40,487,0.0336,47,1
ERP,214,473,12,548,0.0211,20,1
ERP,106,407,37,663,0.0204,38,1
CRM,102,96,12,402,0.0371,56,0
ERP,210,143,23,198,0.0341,33,1
ERP,250,477,27,405,0.0167,38,1
POS,206,97,36,656,0.0454,43,0
CRM,117,289,19,141,0.0372,20,0
POS,137,396,24,567,0.0245,29,0
CRM,214,262,28,539,0.0373,29,0
ERP,114,485,18,426,0.0145,18,1
ERP,291,389,13,668,0.0287,32,0
ERP,218,373,24,132,0.0168,45,0
POS,127,188,17,511,0.0117,58,0
ERP,138,254,10,213,0.0235,36,1
CRM,284,430,16,607,0.016,33,0
POS,116,122,40,155,0.0353,49,1
ERP,185,53,27,655,0.037,34,0
ERP,225,125,21,451,0.0159,34,0
ERP,143,378,39,428,0.011,57,0
POS,124,126,42,645,0.0417,42,1
POS,244,353,16,369,0.0101,40,0
POS,112,305,37,295,0.0238,19,1
ERP,124,459,12,512,0.0298,48,1
POS,167,151,15,178,0.0427,24,1
ERP,237,155,40,182,0.0435,10,0
CRM,166,382,47,236,0.039,25,0
ERP,208,88,24,638,0.0199,30,0
ERP,245,363,16,405,0.0388,11,0
ERP,210,324,39,410,0.0199,12,1
ERP,210,137,36,487,0.0186,24,0
ERP,133,260,26,648,0.0319,41,0
POS,210,418,27,605,0.0372,59,1
CRM,107,126,31,487,0.0121,56,0
CRM,267,126,35,392,0.0124,36,0
POS,212,491,36,278,0.0414,45,1
ERP,182,77,49,528,0.0444,44,0
POS,141,294,33,623,0.0342,48,0
CRM,268,115,17,411,0.0272,33,0
POS,200,315,30,179,0.0438,17,1
CRM,105,431,38,113,0.0392,16,1
CRM,279,254,30,153,0.0332,13,0
ERP,125,107,12,546,0.0228,39,0
ERP,163,250,40,164,0.0179,19,0
CRM,286,274,36,471,0.0267,34,1
ERP,283,191,36,602,0.0215,51,1
ERP,158,430,18,669,0.0236,56,0
ERP,208,417,42,195,0.0306,41,0
CRM,297,133,42,632,0.0168,41,0
ERP,220,192,35,359,0.0422,59,0
ERP,132,401,37,684,0.0158,41,0
CRM,280,82,40,347,0.0292,19,1
ERP,249,450,10,226,0.0398,18,1
CRM,120,201,29,598,0.0294,34,1
CRM,297,207,21,145,0.0244,34,1
CRM,169,495,26,367,0.029,50,0
ERP,211,190,24,641,0.0439,25,0
ERP,103,495,43,193,0.0496,58,0
POS,193,300,25,415,0.0352,25,0
POS,174,352,13,170,0.0417,39,0
CRM,289,161,17,692,0.0106,47,1
ERP,161,193,43,548,0.0452,14,0
POS,193,499,34,466,0.0482,16,0
ERP,194,258,24,509,0.033,22,1
POS,251,273,37,190,0.0402,17,1
CRM,154,92,18,608,0.0305,42,0
ERP,236,313,11,627,0.0214,19,1
CRM,230,293,26,209,0.0441,29,1
ERP,130,52,19,188,0.0339,41,0
POS,139,174,18,371,0.0332,38,0
CRM,135,317,40,346,0.0364,10,1
CRM,251,133,11,460,0.0442,36,1
POS,105,65,33,477,0.0393,29,0
CRM,165,383,28,305,0.0184,23,1
ERP,174,108,26,444,0.0287,24,1
POS,103,226,19,554,0.0492,15,1
ERP,178,112,37,166,0.0322,11,0
CRM,233,495,47,657,0.0475,38,0
POS,217,98,37,142,0.0425,48,0
ERP,212,356,10,328,0.0366,41,1
CRM,193,295,12,543,0.024,14,0
POS,278,338,24,333,0.0222,31,1
POS,161,335,19,298,0.0357,37,0
POS,284,492,30,596,0.0273,41,1
POS,293,381,46,131,0.042,38,0
ERP,178,64,24,363,0.0404,49,1
CRM,235,387,32,212,0.0225,12,1
POS,125,304,23,558,0.0381,40,0
POS,278,141,24,375,0.0298,22,0
CRM,272,328,19,245,0.0229,15,0
POS,143,255,18,456,0.0265,30,0
CRM,232,143,48,105,0.0458,23,1
ERP,169,274,14,439,0.0244,34,1
POS,253,350,34,593,0.0215,16,1
CRM,217,367,35,207,0.0241,52,1
CRM,167,248,17,170,0.0186,31,0
ERP,118,320,31,439,0.0318,41,0
POS,119,283,34,199,0.0159,50,1
POS,212,95,21,426,0.0427,41,1
ERP,239,113,18,132,0.019,51,0
CRM,146,279,19,242,0.0339,39,1
CRM,100,479,19,343,0.015,26,0
ERP,189,489,18,316,0.0491,49,1
ERP,241,298,35,533,0.0282,47,1
POS,163,295,44,153,0.0429,30,1
POS,137,477,36,691,0.0407,35,0
CRM,136,124,40,250,0.0385,52,0
ERP,225,206,28,154,0.0431,12,1
ERP,238,272,47,616,0.014,47,0
CRM,199,239,15,547,0.0371,26,1
ERP,176,101,24,134,0.0206,48,0
ERP,102,487,38,218,0.0414,15,0
POS,260,137,14,296,0.0483,30,0
POS,233,362,23,665,0.0461,54,1
ERP,277,388,11,613,0.0146,55,0
POS,109,115,32,693,0.0248,49,1
POS,104,199,28,521,0.0246,22,1
ERP,250,69,33,616,0.0149,18,1
CRM,237,82,29,238,0.0139,14,1
POS,271,377,36,143,0.0254,52,1
CRM,229,330,33,318,0.0497,16,0
ERP,112,95,26,667,0.0328,47,0
CRM,267,122,34,357,0.0349,53,0
ERP,229,403,40,612,0.0288,53,0
CRM,183,362,37,476,0.0365,47,0
ERP,164,392,37,388,0.0483,40,1
ERP,162,182,31,569,0.0335,13,0
POS,200,104,14,202,0.0126,22,0
ERP,172,110,17,248,0.0297,53,1
CRM,116,394,47,183,0.0497,24,1
POS,108,57,37,125,0.0255,49,1
ERP,242,321,21,274,0.0338,22,0
CRM,251,295,34,521,0.0143,52,1
POS,137,225,47,445,0.0156,52,0
ERP,262,165,24,401,0.045,52,0
CRM,193,366,43,397,0.022,35,0
CRM,194,320,22,234,0.0222,28,1
CRM,148,242,17,154,0.0255,58,1
CRM,168,199,22,155,0.0487,10,1
POS,161,180,45,473,0.0134,22,0
ERP,287,151,15,687,0.0428,34,1
CRM,277,359,47,438,0.0237,29,0
ERP,177,319,41,556,0.044,50,0
CRM,216,341,30,454,0.0497,32,1
POS,219,259,16,231,0.0239,33,1
ERP,236,410,35,592,0.0152,52,1
ERP,261,387,24,653,0.0158,50,1
ERP,175,116,32,209,0.0403,58,1
POS,134,59,47,681,0.0158,48,0
CRM,100,98,24,225,0.0204,49,0
POS,139,160,49,395,0.0182,39,0
POS,163,370,25,278,0.0242,43,0
CRM,249,268,41,296,0.013,55,0
POS,159,106,46,200,0.0443,19,0
CRM,163,332,27,672,0.0444,50,1
ERP,192,162,29,282,0.0265,10,0
ERP,171,182,11,108,0.0345,21,0
CRM,110,120,32,512,0.0357,55,1
ERP,204,132,39,665,0.04,38,1
ERP,113,106,12,203,0.0308,20,0
POS,159,425,48,225,0.0304,50,0
POS,129,398,10,645,0.0353,26,0
POS,134,320,31,369,0.0381,29,0
CRM,264,160,38,565,0.0239,47,1
CRM,104,406,23,217,0.0232,15,1
ERP,182,424,37,191,0.0208,29,0
ERP,222,125,30,584,0.032,19,1
ERP,177,207,41,186,0.0244,19,0
ERP,253,69,15,333,0.0316,40,0
CRM,161,470,10,223,0.0262,35,0
CRM,231,180,30,302,0.0435,26,0
ERP,188,378,13,131,0.0129,23,0
ERP,141,171,12,456,0.0329,14,1
POS,188,90,39,562,0.033,12,1
POS,245,216,40,650,0.0253,52,1
CRM,139,459,43,193,0.0268,29,0
POS,171,179,28,621,0.042,55,0
CRM,138,72,29,507,0.0212,24,0
CRM,203,328,32,199,0.0449,12,1
POS,113,300,49,343,0.0459,12,1
CRM,131,449,34,157,0.036,32,1
CRM,278,58,24,456,0.0409,18,1
POS,224,62,47,590,0.0345,20,0
ERP,265,461,32,419,0.031,56,1
ERP,196,460,11,118,0.0487,58,0
POS,122,356,24,456,0.0213,53,1
ERP,162,369,44,216,0.0162,58,0
POS,242,101,19,235,0.0215,50,0
CRM,252,258,23,395,0.0346,22,0
CRM,244,87,36,624,0.0174,17,1
POS,293,149,23,200,0.0464,31,0
ERP,152,242,44,479,0.0264,47,0
POS,203,451,42,254,0.044,36,0
ERP,203,240,10,693,0.02,35,1
CRM,278,100,43,699,0.0225,32,1
POS,138,442,28,204,0.0124,48,1
POS,278,190,33,625,0.0203,40,0
ERP,297,217,13,227,0.0296,38,1
CRM,233,360,45,500,0.0478,10,1
POS,166,158,22,671,0.0256,19,1
CRM,234,256,41,628,0.0356,56,0
ERP,278,476,18,656,0.0271,55,1
POS,299,349,48,649,0.0119,13,0
ERP,141,159,25,223,0.0301,40,0
CRM,291,245,12,459,0.0126,13,1
POS,114,466,29,163,0.0453,38,0
POS,210,201,19,201,0.0401,18,1
ERP,256,469,31,660,0.0251,24,0
ERP,132,292,12,376,0.0356,53,0
ERP,254,177,20,326,0.0145,50,1
ERP,263,154,34,122,0.0381,12,1
ERP,256,59,17,163,0.0429,24,0
POS,137,405,18,256,0.0429,20,1
CRM,284,197,24,489,0.0214,15,1
CRM,196,414,41,248,0.0205,56,0
CRM,254,413,12,462,0.0309,16,0
POS,282,189,13,563,0.0487,55,0
ERP,132,239,39,498,0.0468,13,0
CRM,295,451,22,504,0.0244,30,1
CRM,185,143,30,231,0.0412,10,1
ERP,165,278,28,296,0.0469,32,1
POS,109,112,48,134,0.0204,22,0
ERP,104,389,31,519,0.0432,52,1
ERP,222,74,29,476,0.0207,37,1
CRM,173,317,46,498,0.0237,38,0
ERP,196,454,40,319,0.018,27,0
ERP,217,330,19,616,0.0303,32,0
ERP,137,60,27,682,0.0437,37,0
ERP,240,369,48,441,0.0311,18,1
POS,258,250,29,515,0.0149,52,0
CRM,146,175,27,555,0.0201,15,1
CRM,208,355,20,396,0.0325,25,1
POS,279,239,31,430,0.0333,46,1
CRM,283,138,27,438,0.0331,10,0
CRM,114,404,43,397,0.0131,31,1
POS,256,165,32,411,0.0401,55,0
POS,235,401,10,682,0.0464,32,1
CRM,104,226,19,154,0.0304,30,0
CRM,256,63,10,633,0.0388,40,0
CRM,146,306,47,204,0.0466,47,0
POS,167,258,48,274,0.0357,37,1
CRM,175,330,18,393,0.037,53,0
ERP,272,492,40,650,0.0389,36,1
ERP,229,377,16,474,0.0204,48,0
ERP,254,374,26,549,0.0333,51,1
CRM,194,438,44,544,0.0437,51,0
POS,214,154,46,159,0.0218,22,0
CRM,263,196,27,491,0.0459,41,1
CRM,135,328,42,489,0.0348,16,1
POS,125,58,13,311,0.0269,42,1
POS,142,167,32,634,0.0349,56,0
CRM,126,143,20,339,0.0261,55,0
CRM,168,483,18,587,0.0435,22,1
ERP,247,193,39,221,0.0293,41,1
CRM,110,338,17,352,0.046,16,0
POS,173,435,49,240,0.0304,21,1
ERP,203,63,14,551,0.0364,49,0
POS,137,306,21,252,0.0499,24,0
ERP,233,395,10,407,0.0159,58,1
CRM,299,235,24,659,0.0395,30,0
CRM,122,394,34,416,0.0156,21,1
POS,146,449,27,628,0.0436,22,1
CRM,189,256,47,395,0.0339,49,0
CRM,145,395,35,444,0.0475,51,0
ERP,206,480,49,680,0.0446,48,0
POS,239,221,12,696,0.013,11,1
POS,240,319,31,381,0.0155,38,0
POS,203,270,35,307,0.034,57,1
CRM,289,201,28,651,0.0307,38,0
ERP,210,160,48,195,0.0167,45,1
CRM,203,232,45,551,0.0152,47,1
POS,159,448,30,472,0.0326,16,1
ERP,270,388,35,172,0.012,39,0
ERP,199,121,22,432,0.0449,32,1
POS,167,467,45,492,0.0423,37,1
POS,232,435,33,205,0.0414,32,1
CRM,219,332,35,200,0.0106,45,0
CRM,136,123,30,458,0.0119,51,0
CRM,171,404,27,428,0.032,38,0
CRM,226,264,24,494,0.0498,13,1
POS,205,377,24,134,0.0237,29,1
POS,191,72,15,256,0.0238,14,1
POS,130,117,40,372,0.0154,55,1
CRM,221,447,37,495,0.037,20,0
CRM,236,496,17,306,0.0359,11,0
CRM,150,422,38,405,0.0141,50,0
CRM,128,411,30,635,0.0287,53,1
CRM,139,142,26,561,0.0367,33,0
ERP,140,370,33,351,0.0297,42,0
ERP,110,373,45,366,0.037,31,1
ERP,250,433,40,308,0.0427,56,1
ERP,100,112,43,666,0.0374,15,1
POS,145,273,11,638,0.0346,33,0
ERP,200,274,12,602,0.0441,38,0
POS,248,418,39,613,0.046,58,0
CRM,189,395,17,679,0.0256,41,0
POS,209,386,16,247,0.0169,56,0
ERP,263,152,21,182,0.0427,39,1
ERP,281,264,28,141,0.0186,55,0
POS,156,241,35,255,0.0472,50,1
POS,100,209,37,552,0.0109,12,0
CRM,162,421,24,383,0.0469,34,1
CRM,281,256,23,287,0.0336,37,0
CRM,154,318,23,573,0.041,24,1
ERP,214,243,12,606,0.0259,26,1
POS,267,429,38,232,0.0497,11,0
ERP,242,452,15,370,0.0191,36,0
POS,248,201,32,172,0.0206,45,1
ERP,274,286,37,535,0.0121,23,1
ERP,152,137,23,392,0.0476,52,0
CRM,236,60,23,536,0.0282,41,1
POS,279,236,29,159,0.037,21,1
ERP,156,263,22,697,0.0375,32,1
POS,216,64,36,426,0.045,25,1
POS,253,315,44,281,0.0366,53,1
POS,268,346,11,533,0.0325,11,0
ERP,134,460,49,618,0.0384,16,1
CRM,162,493,33,182,0.04,30,1
POS,124,122,38,127,0.0174,40,0
CRM,189,101,12,365,0.0144,32,0
ERP,174,177,13,382,0.013,34,1
CRM,137,77,11,496,0.025,44,0
CRM,229,114,29,482,0.0299,44,1
CRM,234,66,24,680,0.0346,54,0
CRM,261,400,41,418,0.0483,16,0
CRM,190,477,10,292,0.0232,14,1
ERP,116,187,47,326,0.0404,41,0
CRM,227,368,44,550,0.0313,14,0
ERP,270,278,16,281,0.0188,34,0
CRM,286,303,22,426,0.0346,40,1
ERP,207,259,10,302,0.0487,29,1
CRM,278,480,23,501,0.015,31,1
ERP,281,343,38,571,0.0303,47,0
CRM,251,280,12,278,0.0121,22,1
ERP,124,290,33,117,0.0228,48,1
ERP,298,119,10,562,0.0348,11,1
ERP,279,153,19,645,0.0436,31,0
CRM,297,253,22,502,0.0392,18,0
ERP,187,102,45,492,0.0285,11,1
POS,260,477,18,399,0.0464,54,1
ERP,276,424,23,450,0.0221,41,0
CRM,128,379,45,286,0.0402,17,1
CRM,162,103,19,446,0.029,25,1
ERP,249,325,49,508,0.0459,42,1
POS,253,384,32,170,0.0419,20,1
ERP,255,80,44,426,0.0461,41,0
ERP,213,184,16,311,0.0186,17,0
ERP,148,107,44,408,0.0367,41,0
CRM,298,154,11,207,0.0395,30,0
POS,180,315,24,276,0.0397,34,1
CRM,183,59,18,526,0.0302,29,1
ERP,204,302,26,630,0.0105,10,1
CRM,276,344,48,517,0.0205,30,1
POS,247,205,27,347,0.0229,16,0
POS,217,207,24,308,0.0441,34,0
CRM,185,86,27,315,0.0436,18,1
POS,162,168,33,537,0.0142,31,1
CRM,288,116,32,410,0.048,11,1
POS,203,291,21,482,0.0173,28,0
POS,148,348,32,370,0.0266,15,1
POS,170,262,30,220,0.0186,14,1
POS,100,357,35,506,0.0444,54,1
POS,240,150,17,344,0.04,19,1
CRM,278,105,39,165,0.0241,10,1
CRM,222,381,43,327,0.0373,35,1
CRM,283,373,11,236,0.0174,35,1
CRM,161,288,14,293,0.0253,27,1
CRM,131,442,40,588,0.0251,30,0
POS,257,280,42,683,0.0195,55,0
POS,128,411,13,453,0.0451,21,1
ERP,148,430,15,655,0.0372,47,1
POS,272,141,32,256,0.0212,23,0
POS,129,328,28,575,0.0197,58,0
ERP,243,496,17,115,0.0107,41,0
ERP,267,158,48,177,0.0239,48,1
ERP,118,366,22,151,0.0311,44,1
ERP,117,217,10,613,0.0211,26,1
ERP,100,349,15,603,0.038,19,1
POS,177,457,16,160,0.0265,44,1
ERP,214,484,36,231,0.0227,25,1
POS,274,491,24,481,0.0476,15,0
POS,293,267,43,663,0.0205,13,1
POS,212,271,32,642,0.0259,18,0
POS,213,210,33,509,0.0253,38,1
ERP,265,65,24,254,0.0196,16,1
POS,278,327,44,150,0.0187,25,1
ERP,162,106,13,194,0.0221,15,1
